Process Arrival_Time Service_Time Priority
P5190 28435 19 3
P5191 28436 7 15
P5192 28444 3 3
P5193 28452 5 13
P5194 28462 14 2
P5195 28464 10 16
P5196 28468 20 7
P5197 28476 16 10
P5198 28478 15 8
P5199 28485 17 17
P5200 28494 12 13
P5201 28502 13 18
P5202 28507 9 9
P5203 28509 13 6
P5204 28516 7 5
P5205 28526 14 16
P5206 28528 4 8
P5207 28537 4 11
P5208 28546 20 17
P5209 28555 13 2
P5210 28565 8 11
P5211 28571 9 19
P5212 28579 3 9
P5213 28586 16 20
P5214 28592 14 16
P5215 28602 14 5
P5216 28611 8 10
P5217 28615 16 16
P5218 28616 2 5
P5219 28624 1 16
P5220 28634 10 3
P5221 28640 3 4
P5222 28646 20 8
P5223 28653 6 20
P5224 28660 20 5
P5225 28664 6 15
P5226 28667 14 9
P5227 28670 5 6
P5228 28678 7 10
P5229 28685 18 11
P5230 28693 10 11
P5231 28700 3 11
P5232 28705 1 9
P5233 28711 19 2
P5234 28717 9 9
P5235 28723 10 16
P5236 28731 16 11
P5237 28734 3 13
P5238 28736 10 8
P5239 28745 17 8
P5240 28749 2 9
P5241 28759 19 10
P5242 28764 15 1
P5243 28772 5 3
P5244 28777 4 17
P5245 28783 14 5
P5246 28791 13 1
P5247 28798 13 3
P5248 28801 17 15
P5249 28807 1 1
P5250 28811 19 8
P5251 28818 7 16
P5252 28819 9 14
P5253 28821 7 19
P5254 28823 10 14
P5255 28828 12 16
P5256 28836 10 18
P5257 28845 11 19
P5258 28852 14 19
P5259 28854 8 7
P5260 28858 5 6
P5261 28862 7 10
P5262 28872 20 9
P5263 28879 18 6
P5264 28883 8 17
P5265 28885 10 11
P5266 28889 17 4
P5267 28890 7 15
P5268 28895 11 9
P5269 28905 4 9
P5270 28911 10 13
P5271 28917 13 9
P5272 28925 9 12
P5273 28931 8 9
P5274 28934 14 14
P5275 28938 18 6
P5276 28939 1 19
P5277 28942 19 8
P5278 28948 16 6
P5279 28950 5 18
P5280 28959 1 16
P5281 28966 16 15
P5282 28974 18 4
P5283 28982 1 4
P5284 28990 14 8
P5285 29000 12 18
P5286 29004 9 9
P5287 29014 7 11
P5288 29019 7 13
P5289 29024 19 2
P5290 29031 6 5
P5291 29032 17 13
P5292 29035 3 8
P5293 29037 18 15
P5294 29042 20 10
P5295 29049 5 15
P5296 29054 6 5
P5297 29064 6 17
P5298 29068 8 16
P5299 29073 7 14
P5300 29074 19 2
P5301 29079 18 17
P5302 29083 10 20
P5303 29093 19 13
P5304 29098 20 10
P5305 29106 9 2
P5306 29108 13 12
P5307 29115 8 15
P5308 29118 17 7
P5309 29122 11 1
P5310 29131 5 9
P5311 29137 5 10
P5312 29142 14 10
P5313 29151 8 14
P5314 29153 3 2
P5315 29157 9 9
P5316 29164 11 6
P5317 29168 13 17
P5318 29171 8 5
P5319 29180 9 2
P5320 29181 18 19
P5321 29189 6 12
P5322 29199 18 4
P5323 29204 11 3
P5324 29209 20 4
P5325 29212 16 9
P5326 29213 20 2
P5327 29219 4 10
P5328 29227 10 3
P5329 29233 4 3
P5330 29238 1 2
P5331 29241 14 6
P5332 29249 9 19
P5333 29252 16 5
P5334 29257 19 15
P5335 29265 14 8
P5336 29269 7 2
P5337 29271 17 19
P5338 29278 8 5
P5339 29282 4 7
P5340 29287 9 1
P5341 29288 9 7
P5342 29298 17 20
P5343 29300 1 4
P5344 29304 7 1
P5345 29308 2 18
P5346 29318 5 3
P5347 29320 8 9
P5348 29326 2 19
P5349 29332 18 11
P5350 29341 1 10
P5351 29349 17 20
P5352 29358 4 3
P5353 29360 9 13
P5354 29368 6 3
P5355 29378 2 18
P5356 29384 16 1
P5357 29388 20 6
P5358 29397 6 9
P5359 29398 7 13
P5360 29406 16 20
P5361 29409 4 19
P5362 29410 7 3
P5363 29411 4 14
P5364 29421 7 7
P5365 29431 3 20
P5366 29435 4 16
P5367 29436 4 3
P5368 29438 15 17
P5369 29443 5 2
P5370 29444 10 7
P5371 29454 12 20
P5372 29461 20 11
P5373 29467 6 16
P5374 29474 19 9
P5375 29484 5 19
P5376 29488 13 4
P5377 29493 6 7
P5378 29494 13 1
P5379 29499 11 10
P5380 29505 15 16
P5381 29510 16 18
P5382 29517 18 20
P5383 29521 3 1
P5384 29523 11 6
P5385 29533 16 17
P5386 29541 13 13
P5387 29546 18 4
P5388 29550 3 20
P5389 29552 7 16
P5390 29558 11 7
P5391 29559 6 6
P5392 29562 17 15
P5393 29563 5 15
P5394 29564 15 17
P5395 29570 17 2
P5396 29573 8 7
P5397 29582 2 19
P5398 29587 3 14
P5399 29588 16 5
P5400 29598 15 14
P5401 29604 4 12
P5402 29606 1 17
P5403 29613 14 4
P5404 29619 6 12
P5405 29620 9 10
P5406 29627 17 10
P5407 29630 5 20
P5408 29639 6 3
P5409 29645 19 8
P5410 29654 7 13
P5411 29658 16 20
P5412 29663 9 5
P5413 29664 19 4
P5414 29670 20 3
P5415 29672 18 13
P5416 29674 14 11
P5417 29684 14 3
P5418 29691 12 4
P5419 29700 11 12
P5420 29708 10 20
P5421 29711 9 8
P5422 29713 3 8
P5423 29718 17 20
P5424 29719 19 17
P5425 29723 12 12
P5426 29733 17 9
P5427 29741 5 2
P5428 29743 17 10
P5429 29752 14 15
P5430 29759 10 4
P5431 29769 14 6
P5432 29775 19 6
P5433 29780 15 9
P5434 29784 7 3
P5435 29786 20 7
P5436 29790 3 18
P5437 29796 11 10
P5438 29805 9 10
P5439 29808 5 10
P5440 29810 17 16
P5441 29820 13 15
P5442 29827 7 12
P5443 29835 13 9
P5444 29842 12 9
P5445 29846 18 2
P5446 29854 6 4
P5447 29863 4 9
P5448 29872 1 19
P5449 29877 20 12
P5450 29886 15 15
P5451 29889 17 15
P5452 29891 20 18
P5453 29899 1 18
P5454 29908 10 17
P5455 29918 20 11
P5456 29923 1 5
P5457 29932 9 9
P5458 29940 9 16
P5459 29946 16 11
P5460 29948 16 13
P5461 29954 3 6
P5462 29962 3 20
P5463 29967 14 10
P5464 29977 11 8
P5465 29978 6 17
P5466 29986 5 12
P5467 29996 8 7
P5468 30006 8 14
P5469 30013 11 11
P5470 30018 20 5
P5471 30028 17 9
P5472 30037 18 12
P5473 30047 17 2
P5474 30055 13 5
P5475 30064 16 3
P5476 30070 16 13
P5477 30080 10 8
P5478 30088 10 9
P5479 30090 8 17
P5480 30095 5 6
P5481 30101 1 16
P5482 30106 14 2
P5483 30116 16 19
P5484 30126 2 5
P5485 30131 16 9
P5486 30136 11 16
P5487 30141 11 12
P5488 30142 4 9
P5489 30152 19 4
P5490 30154 2 9
P5491 30155 14 8
P5492 30160 4 16
P5493 30170 12 20
P5494 30179 16 5
P5495 30183 8 14
P5496 30186 16 17
P5497 30196 8 15
P5498 30201 11 14
P5499 30211 13 6
P5500 30221 16 19
P5501 30228 18 3
P5502 30236 14 18
P5503 30241 2 13
P5504 30245 18 14
P5505 30253 19 6
P5506 30263 20 3
P5507 30269 15 9
P5508 30278 9 8
P5509 30285 7 14
P5510 30291 6 11
P5511 30293 6 15
P5512 30298 13 7
P5513 30299 6 11
P5514 30307 9 13
P5515 30311 20 11
P5516 30313 18 10
P5517 30318 1 3
P5518 30319 12 6
P5519 30326 11 6
P5520 30330 18 5
P5521 30335 2 19
P5522 30336 14 11
P5523 30344 3 6
P5524 30345 1 18
P5525 30351 1 7
P5526 30360 1 7
P5527 30364 20 13
P5528 30374 5 16
P5529 30380 14 20
P5530 30388 12 4
P5531 30390 6 11
P5532 30392 3 1
P5533 30394 4 4
P5534 30399 7 11
P5535 30401 2 7
P5536 30408 16 7
P5537 30412 2 19
P5538 30417 10 20
P5539 30423 13 12
P5540 30432 16 11
P5541 30439 20 15
P5542 30448 4 3
P5543 30450 10 5
P5544 30460 1 19
P5545 30466 6 9
P5546 30472 19 4
P5547 30474 18 12
P5548 30476 10 8
P5549 30486 9 10
P5550 30493 19 16
P5551 30496 10 6
P5552 30498 6 15
P5553 30504 15 7
P5554 30505 19 4
P5555 30515 3 11
P5556 30521 7 7
P5557 30530 4 5
P5558 30532 20 18
P5559 30535 10 20
P5560 30537 15 6
P5561 30543 7 8
P5562 30553 14 6
P5563 30563 1 15
P5564 30568 10 6
P5565 30574 8 19
P5566 30576 2 11
P5567 30585 6 14
P5568 30588 8 14
P5569 30597 15 12
P5570 30607 17 15
P5571 30613 6 15
P5572 30621 13 5
P5573 30623 13 13
P5574 30631 6 7
P5575 30634 1 6
P5576 30639 10 5
P5577 30641 2 6
P5578 30648 18 7
P5579 30650 20 16
P5580 30653 2 20
P5581 30663 11 15
P5582 30668 13 16
P5583 30671 13 18
P5584 30672 8 4
P5585 30680 10 8
P5586 30687 10 19
P5587 30696 11 14
P5588 30701 15 4
P5589 30704 14 4
P5590 30711 7 14
P5591 30718 10 2
P5592 30723 1 7
P5593 30727 4 15
P5594 30728 7 4
P5595 30734 9 5
P5596 30739 20 20
P5597 30744 14 4
P5598 30753 13 14
P5599 30761 7 6
P5600 30764 19 13
P5601 30774 6 14
P5602 30777 18 8
P5603 30778 18 2
P5604 30782 14 15
P5605 30791 11 2
P5606 30798 4 5
P5607 30808 17 10
P5608 30816 11 14
P5609 30826 2 13
P5610 30834 4 18
P5611 30843 15 2
P5612 30853 4 6
P5613 30860 4 18
P5614 30866 14 4
P5615 30870 9 4
P5616 30874 1 15
P5617 30883 18 10
P5618 30892 19 4
P5619 30898 13 8
P5620 30901 17 17
P5621 30906 18 6
P5622 30913 4 7
P5623 30916 8 15
P5624 30923 3 2
P5625 30924 4 5
P5626 30931 12 15
P5627 30935 10 13
P5628 30943 1 11
P5629 30950 12 7
P5630 30959 14 12
P5631 30961 7 12
P5632 30970 3 20
P5633 30975 14 6
P5634 30981 20 11
P5635 30991 1 2
P5636 30998 9 1
P5637 31004 14 3
P5638 31013 8 15
P5639 31016 11 18
P5640 31024 4 18
P5641 31034 9 11
P5642 31044 14 9
P5643 31053 12 10
P5644 31057 10 9
P5645 31066 12 18
P5646 31076 9 11
P5647 31079 4 4
P5648 31086 12 9
P5649 31095 12 9
P5650 31101 1 3
P5651 31106 3 3
P5652 31114 3 2
P5653 31117 14 12
P5654 31127 17 13
P5655 31129 4 15
P5656 31139 1 12
P5657 31140 12 14
P5658 31149 17 17
P5659 31158 16 12
P5660 31167 14 4
P5661 31177 3 11
P5662 31182 6 18
P5663 31189 8 15
P5664 31190 15 12
P5665 31193 19 6
P5666 31198 1 12
P5667 31202 7 2
P5668 31208 1 14
P5669 31211 17 15
P5670 31212 4 19
P5671 31215 15 13
P5672 31224 17 20
P5673 31225 20 4
P5674 31235 7 4
P5675 31244 13 17
P5676 31245 12 14
P5677 31247 14 17
P5678 31251 4 16
P5679 31258 4 16
P5680 31260 18 5
P5681 31261 19 16
P5682 31262 6 16
P5683 31268 3 18
P5684 31278 15 1
P5685 31279 2 5
P5686 31282 2 16
P5687 31288 15 19
P5688 31296 8 12
P5689 31301 11 1
P5690 31305 5 3
P5691 31306 11 20
P5692 31310 6 6
P5693 31312 10 10
P5694 31314 1 14
P5695 31322 12 19
P5696 31332 12 1
P5697 31338 10 18
P5698 31343 19 15
P5699 31347 16 6
P5700 31356 11 7
P5701 31366 13 12
P5702 31371 18 4
P5703 31378 6 4
P5704 31383 11 8
P5705 31384 14 4
P5706 31390 5 20
P5707 31396 8 2
P5708 31399 16 4
P5709 31405 6 13
P5710 31410 5 13
P5711 31415 20 2
P5712 31421 9 9
P5713 31428 12 4
P5714 31436 4 7
P5715 31438 7 17
P5716 31445 4 1
P5717 31452 11 3
P5718 31459 17 5
P5719 31462 19 2
P5720 31463 3 19
P5721 31464 2 7
P5722 31465 6 13
P5723 31466 7 20
P5724 31471 5 15
P5725 31481 19 14
P5726 31485 10 13
P5727 31490 1 13
P5728 31496 8 18
P5729 31498 7 4
P5730 31499 7 20
P5731 31506 20 6
P5732 31516 2 3
P5733 31525 9 4
P5734 31533 4 6
P5735 31543 10 13
P5736 31550 9 7
P5737 31560 12 18
P5738 31568 18 11
P5739 31572 20 13
P5740 31581 12 16
P5741 31587 14 3
P5742 31596 9 1
P5743 31598 19 6
P5744 31603 11 9
P5745 31612 3 1
P5746 31616 12 8
P5747 31624 9 20
P5748 31632 15 20
P5749 31637 5 12
P5750 31639 1 2
P5751 31641 10 4
P5752 31644 6 12
P5753 31645 1 20
P5754 31655 6 20
P5755 31660 8 17
P5756 31661 20 12
P5757 31669 6 8
P5758 31676 19 19
P5759 31683 2 12
P5760 31688 2 20
P5761 31693 9 10
P5762 31700 5 11
P5763 31705 15 7
P5764 31711 18 19
P5765 31719 14 17
P5766 31723 3 4
P5767 31730 1 14
P5768 31731 4 9
P5769 31741 5 12
P5770 31747 12 15
P5771 31757 12 3
P5772 31760 19 14
P5773 31768 7 11
P5774 31775 8 16
P5775 31782 11 2
P5776 31783 4 6
P5777 31790 19 15
P5778 31795 6 7
P5779 31803 7 12
P5780 31804 10 6
P5781 31805 7 1
P5782 31810 5 20
P5783 31819 14 2
P5784 31820 10 8
P5785 31823 19 4
P5786 31824 6 18
P5787 31825 3 17
P5788 31827 2 19
P5789 31833 20 12
P5790 31842 18 17
P5791 31847 3 20
P5792 31849 7 2
P5793 31856 13 2
P5794 31859 5 12
P5795 31864 1 16
P5796 31868 19 10
P5797 31873 19 17
P5798 31875 10 20
P5799 31878 5 10
P5800 31887 3 1
P5801 31896 6 20
P5802 31902 17 18
P5803 31906 18 10
P5804 31911 18 1
P5805 31915 20 1
P5806 31919 17 18
P5807 31925 15 20
P5808 31934 18 12
P5809 31937 4 10
P5810 31945 6 5
P5811 31955 4 5
P5812 31959 3 9
P5813 31962 14 18
P5814 31966 2 12
P5815 31973 17 11
P5816 31981 6 3
P5817 31984 17 2
P5818 31988 2 17
P5819 31997 2 19
P5820 32006 7 20
P5821 32015 9 6
P5822 32017 20 5
P5823 32027 4 5
P5824 32036 1 13
P5825 32046 11 6
P5826 32047 15 20
P5827 32055 7 17
P5828 32059 2 9
P5829 32067 1 17
P5830 32070 15 13
P5831 32071 4 2
P5832 32072 6 16
P5833 32081 11 3
P5834 32085 17 18
P5835 32088 1 13
P5836 32092 4 1
P5837 32094 19 1
P5838 32095 14 3
P5839 32101 7 3
P5840 32111 11 2
P5841 32119 7 17
P5842 32125 3 8
P5843 32132 16 17
P5844 32134 6 14
P5845 32143 1 19
P5846 32153 4 20
P5847 32162 18 3
P5848 32168 6 4
P5849 32178 18 4
P5850 32185 10 11
P5851 32192 2 19
P5852 32193 7 10
P5853 32202 16 1
P5854 32206 13 5
P5855 32207 20 4
P5856 32215 3 1
P5857 32223 9 19
P5858 32225 14 5
P5859 32234 3 15
P5860 32236 18 3
P5861 32241 8 16
P5862 32248 12 3
P5863 32249 5 5
P5864 32259 1 17
P5865 32266 7 1
P5866 32274 6 13
P5867 32283 9 5
P5868 32284 1 19
P5869 32294 8 6
P5870 32298 17 7
P5871 32302 15 12
P5872 32312 14 9
P5873 32317 8 17
P5874 32327 6 5
P5875 32331 3 6
P5876 32333 14 20
P5877 32337 9 11
P5878 32347 19 6
P5879 32351 12 15
P5880 32352 3 7
P5881 32357 7 8
P5882 32359 1 2
P5883 32361 16 18
P5884 32366 3 14
P5885 32368 2 18
P5886 32371 1 20
P5887 32378 17 16
P5888 32384 18 9
P5889 32392 14 4
P5890 32398 3 8
P5891 32403 10 5
P5892 32406 11 6
P5893 32407 3 4
P5894 32414 2 15
P5895 32416 3 3
P5896 32423 1 1
P5897 32426 10 13
P5898 32432 10 9
P5899 32439 14 4
P5900 32445 17 11
P5901 32455 8 5
P5902 32462 7 6
P5903 32469 11 2
P5904 32474 8 20
P5905 32482 6 10
P5906 32484 12 1
P5907 32491 1 3
P5908 32499 11 8
P5909 32501 5 20
P5910 32503 2 17
P5911 32508 9 14
P5912 32518 7 2
P5913 32526 4 3
P5914 32536 16 9
P5915 32537 14 3
P5916 32538 14 12
P5917 32540 2 13
P5918 32543 3 9
P5919 32546 11 18
P5920 32553 4 5
P5921 32563 8 3
P5922 32570 6 14
P5923 32575 1 3
P5924 32584 18 19
P5925 32592 19 7
P5926 32597 17 7
P5927 32607 4 17
P5928 32617 13 4
P5929 32627 2 1
P5930 32629 7 17
P5931 32639 12 5
P5932 32646 17 20
P5933 32650 11 2
P5934 32655 16 12
P5935 32665 11 1
P5936 32670 20 12
P5937 32676 14 20
P5938 32680 19 14
P5939 32687 10 5
P5940 32697 1 9
P5941 32707 14 20
P5942 32716 19 4
P5943 32719 20 20
P5944 32720 17 18
P5945 32728 20 9
P5946 32730 4 8
P5947 32737 10 2
P5948 32743 1 3
P5949 32749 13 2
P5950 32753 16 18
P5951 32756 4 5
P5952 32763 12 19
P5953 32766 8 6
P5954 32776 15 17
P5955 32780 18 18
P5956 32782 10 20
P5957 32784 7 10
P5958 32788 1 16
P5959 32791 15 6
P5960 32794 1 1
P5961 32803 12 19
P5962 32810 3 12
P5963 32815 7 5
P5964 32825 4 7
P5965 32827 16 5
P5966 32836 16 17
P5967 32846 19 17
P5968 32848 14 20
P5969 32849 20 19
P5970 32853 15 6
P5971 32855 10 2
P5972 32863 9 17
P5973 32872 20 8
P5974 32879 20 1
P5975 32884 13 5
P5976 32894 18 2
P5977 32897 11 2
P5978 32898 11 10
P5979 32900 2 16
P5980 32905 14 7
P5981 32913 14 5
P5982 32914 17 14
P5983 32924 17 17
P5984 32931 14 8
P5985 32935 1 2
P5986 32939 6 11
P5987 32949 15 5
P5988 32955 16 5
P5989 32960 16 13
P5990 32965 2 14
P5991 32973 8 18
P5992 32983 14 16
P5993 32991 15 20
P5994 32993 19 16
P5995 33002 19 10
P5996 33009 18 19
P5997 33012 16 5
P5998 33022 2 10
P5999 33028 7 19
P6000 33038 19 9
P6001 33041 14 2
P6002 33045 18 12
P6003 33053 1 13
P6004 33061 10 8
P6005 33062 14 4
P6006 33065 2 11
P6007 33066 8 6
P6008 33068 12 12
P6009 33077 2 17
P6010 33084 9 1
P6011 33091 20 12
P6012 33099 19 2
P6013 33102 18 13
P6014 33105 4 9
P6015 33110 6 14
P6016 33116 7 11
P6017 33117 8 15
P6018 33120 2 3
P6019 33128 3 20
P6020 33136 18 1
P6021 33143 13 8
P6022 33146 3 18
P6023 33152 15 13
P6024 33154 3 6
P6025 33161 5 20
P6026 33171 14 4
P6027 33175 12 19
P6028 33176 4 9
P6029 33179 18 8
P6030 33187 16 13
P6031 33197 16 6
P6032 33200 5 7
P6033 33208 7 7
P6034 33216 14 3
P6035 33219 11 7
P6036 33223 20 15
P6037 33231 4 3
P6038 33239 17 14
P6039 33243 13 2
P6040 33244 6 16
P6041 33254 13 15
P6042 33257 12 20
P6043 33266 3 2
P6044 33275 12 13
P6045 33284 13 8
P6046 33293 9 6
P6047 33294 11 13
P6048 33304 2 5
P6049 33312 4 9
P6050 33313 5 8
P6051 33321 10 4
P6052 33324 2 17
P6053 33326 15 18
P6054 33332 5 18
P6055 33341 20 16
P6056 33351 8 19
P6057 33355 6 15
P6058 33358 18 12
P6059 33365 15 17
P6060 33374 1 9
P6061 33383 7 8
P6062 33386 8 4
P6063 33389 16 6
P6064 33393 19 13
P6065 33399 5 20
P6066 33402 16 1
P6067 33410 17 2
P6068 33420 4 2
P6069 33423 12 3
P6070 33433 16 10
P6071 33440 12 18
P6072 33445 9 3
P6073 33449 11 20
P6074 33458 18 15
P6075 33463 15 15
P6076 33466 19 7
P6077 33475 6 20
P6078 33480 2 7
P6079 33485 1 5
P6080 33492 3 9
P6081 33502 18 3
P6082 33503 17 4
P6083 33506 19 20
P6084 33515 15 9
P6085 33525 13 16
P6086 33529 16 8
P6087 33538 3 10
P6088 33546 6 15
P6089 33551 15 12
P6090 33552 5 12
P6091 33554 14 2
P6092 33555 2 14
P6093 33563 10 18
P6094 33572 11 5
P6095 33579 8 8
P6096 33583 18 8
P6097 33586 1 6
P6098 33592 12 9
P6099 33595 9 13
P6100 33599 8 12
P6101 33609 11 2
P6102 33617 5 7
P6103 33626 1 9
P6104 33631 11 5
P6105 33634 5 16
P6106 33636 5 10
P6107 33646 15 1
P6108 33654 10 1
P6109 33660 14 6
P6110 33663 17 16
P6111 33667 14 6
P6112 33673 19 17
P6113 33675 17 7
P6114 33676 3 6
P6115 33681 8 8
P6116 33689 14 16
P6117 33695 5 19
P6118 33702 16 10
P6119 33705 5 4
P6120 33709 4 20
P6121 33716 16 20
P6122 33717 20 4
P6123 33719 14 13
P6124 33728 17 16
P6125 33732 8 10
P6126 33736 4 10
P6127 33745 9 3
P6128 33749 4 15
P6129 33756 6 9
P6130 33766 18 15
P6131 33767 16 16
P6132 33773 19 10
P6133 33783 8 1
P6134 33786 2 5
P6135 33791 8 19
P6136 33795 2 1
P6137 33797 2 3
P6138 33800 7 10
P6139 33810 9 3
P6140 33816 1 14
P6141 33822 8 18
P6142 33830 19 11
P6143 33833 20 1
P6144 33834 8 9
P6145 33840 2 19
P6146 33849 6 18
P6147 33855 4 16
P6148 33861 2 2
P6149 33863 4 1
P6150 33864 5 10
P6151 33869 4 20
P6152 33877 18 5
P6153 33880 4 11
P6154 33882 15 13
P6155 33887 8 10
P6156 33893 4 9
P6157 33896 12 8
P6158 33898 9 5
P6159 33903 10 11
P6160 33911 4 19
P6161 33920 13 8
P6162 33921 6 19
P6163 33929 19 8
P6164 33939 14 7
P6165 33942 1 16
P6166 33949 8 20
P6167 33957 14 20
P6168 33967 2 7
P6169 33968 3 1
P6170 33972 8 13
P6171 33982 12 18
P6172 33992 10 20
P6173 33993 1 3
P6174 33996 20 1
P6175 34004 17 5
P6176 34012 13 6
P6177 34015 17 12
P6178 34020 16 4
P6179 34030 3 13
P6180 34038 19 4
P6181 34040 12 18
P6182 34048 18 2
P6183 34052 9 9
P6184 34054 9 16
P6185 34055 3 1
P6186 34058 10 17
P6187 34064 2 18
P6188 34068 10 6
P6189 34074 16 11
P6190 34077 16 16
P6191 34081 2 1
P6192 34087 14 15
P6193 34092 17 13
P6194 34094 7 5
P6195 34103 20 12
P6196 34104 19 20
P6197 34106 18 15
P6198 34109 7 8
P6199 34116 9 1
P6200 34125 2 13
P6201 34128 16 13
P6202 34138 18 16
P6203 34142 16 20
P6204 34147 3 3
P6205 34151 16 18
P6206 34158 20 6
P6207 34162 19 10
P6208 34165 11 20
P6209 34170 9 6
P6210 34180 11 16
P6211 34190 13 18
P6212 34196 2 2
P6213 34200 17 12
P6214 34205 4 12
P6215 34212 17 12
P6216 34213 20 5
P6217 34223 19 6
P6218 34225 8 13
P6219 34229 6 8
P6220 34238 16 2
P6221 34242 1 20
P6222 34251 15 6
P6223 34256 15 4
P6224 34259 15 20
P6225 34266 15 18
P6226 34267 11 5
P6227 34272 1 16
P6228 34280 1 13
P6229 34283 12 17
P6230 34285 14 6
P6231 34293 10 17
P6232 34302 2 13
P6233 34309 12 8
P6234 34314 8 3
P6235 34323 14 12
P6236 34329 16 16
P6237 34336 6 4
P6238 34343 15 14
P6239 34350 13 9
P6240 34351 16 10
P6241 34361 10 16
P6242 34363 4 14
P6243 34371 6 20
P6244 34381 5 3
P6245 34383 2 1
P6246 34390 4 7
P6247 34399 14 3
P6248 34403 15 13
P6249 34409 13 10
P6250 34416 19 6
P6251 34417 11 8
P6252 34425 9 6
P6253 34426 5 11
P6254 34430 20 15
P6255 34440 3 12
P6256 34444 6 14
P6257 34451 14 8
P6258 34459 16 3
P6259 34460 5 9
P6260 34461 9 5
P6261 34465 15 7
P6262 34473 11 16
P6263 34483 6 8
P6264 34491 2 7
P6265 34494 15 14
P6266 34498 9 3
P6267 34499 8 2
P6268 34507 19 7
P6269 34508 10 7
P6270 34515 8 10
P6271 34518 10 1
P6272 34523 19 5
P6273 34533 2 16
P6274 34539 11 2
P6275 34548 11 18
P6276 34555 10 8
P6277 34557 8 3
P6278 34566 19 15
P6279 34575 6 13
P6280 34578 6 16
P6281 34585 16 4
P6282 34587 13 18
P6283 34595 20 19
P6284 34602 17 13
P6285 34608 4 8
P6286 34611 16 2
P6287 34613 20 14
P6288 34621 11 16
P6289 34630 7 15
P6290 34635 15 3
P6291 34645 11 6
P6292 34655 18 12
P6293 34660 10 10
P6294 34662 8 15
P6295 34665 16 7
P6296 34674 15 12
P6297 34683 14 15
P6298 34693 10 2
P6299 34698 7 15
P6300 34702 18 19
P6301 34706 18 19
P6302 34711 17 20
P6303 34718 20 18
P6304 34722 1 8
P6305 34725 7 4
P6306 34732 12 9
P6307 34742 14 4
P6308 34746 13 8
P6309 34752 15 12
P6310 34757 8 20
P6311 34761 7 14
P6312 34763 10 17
P6313 34770 6 5
P6314 34779 19 3
P6315 34784 19 11
P6316 34786 1 17
P6317 34795 10 11
P6318 34802 14 13
P6319 34805 17 13
P6320 34813 15 18
P6321 34822 2 18
P6322 34827 11 1
P6323 34832 1 15
P6324 34838 20 7
P6325 34839 10 7
P6326 34849 2 20
P6327 34851 19 5
P6328 34858 4 11
P6329 34860 1 14
P6330 34869 11 10
P6331 34871 3 2
P6332 34878 16 5
P6333 34887 3 10
P6334 34891 20 10
P6335 34897 10 1
P6336 34898 20 8
P6337 34899 9 1
P6338 34903 7 9
P6339 34912 12 14
P6340 34919 5 20
P6341 34925 2 20
P6342 34929 18 6
P6343 34936 11 11
P6344 34942 10 13
P6345 34945 19 1
P6346 34951 9 15
P6347 34952 7 3
P6348 34960 7 6
P6349 34966 9 12
P6350 34975 16 7
P6351 34977 10 1
P6352 34978 13 6
P6353 34987 14 7
P6354 34991 14 10
P6355 35000 14 12
P6356 35005 11 2
P6357 35007 10 17
P6358 35010 9 17
P6359 35019 5 18
P6360 35021 17 5
P6361 35030 7 1
P6362 35036 11 13
P6363 35037 5 20
P6364 35045 10 12
P6365 35053 3 7
P6366 35056 13 2
P6367 35058 12 20
P6368 35065 15 5
P6369 35073 5 11
P6370 35082 11 15
P6371 35092 6 1
P6372 35094 10 16
P6373 35100 13 13
P6374 35108 20 17
P6375 35118 20 14
P6376 35125 11 3
P6377 35128 20 16
P6378 35137 6 12
P6379 35139 8 16
P6380 35140 2 10
P6381 35147 16 18
P6382 35150 16 9
P6383 35155 7 18
P6384 35163 17 1
P6385 35169 16 12
P6386 35179 14 20
P6387 35187 18 18
P6388 35190 12 20
P6389 35191 19 7
P6390 35199 1 16
P6391 35208 1 11
P6392 35212 10 2
P6393 35218 1 6
P6394 35226 20 17
P6395 35233 19 15
P6396 35243 14 13
P6397 35248 18 13
P6398 35254 18 10
P6399 35255 10 2
P6400 35260 3 10
P6401 35262 2 9
P6402 35266 9 12
P6403 35272 14 16
P6404 35276 20 15
P6405 35279 13 13
P6406 35287 11 17
P6407 35291 8 2
P6408 35298 7 20
P6409 35302 1 14
P6410 35312 8 8
P6411 35317 18 12
P6412 35319 11 14
P6413 35329 5 6
P6414 35332 3 13
P6415 35335 20 9
P6416 35339 16 2
P6417 35345 15 2
P6418 35355 12 5
P6419 35356 9 20
P6420 35359 10 6
P6421 35365 4 4
P6422 35370 1 15
P6423 35379 10 3
P6424 35385 4 1
P6425 35389 15 14
P6426 35398 12 9
P6427 35402 15 17
P6428 35407 15 20
P6429 35416 11 9
P6430 35419 14 16
P6431 35429 20 16
P6432 35439 18 3
P6433 35445 9 17
P6434 35448 5 6
P6435 35456 18 11
P6436 35465 4 5
P6437 35472 6 2
P6438 35481 15 18
P6439 35488 2 12
P6440 35489 12 20
P6441 35495 9 14
P6442 35504 1 1
P6443 35505 9 10
P6444 35514 16 5
P6445 35519 8 16
P6446 35525 17 12
P6447 35532 17 5
P6448 35534 12 6
P6449 35544 16 13
P6450 35545 8 15
P6451 35548 15 7
P6452 35555 13 7
P6453 35565 14 17
P6454 35568 15 4
P6455 35571 10 10
P6456 35577 2 19
P6457 35580 20 1
P6458 35584 8 17
P6459 35587 15 6
P6460 35592 6 8
